,address_type,agency,agency_name,bbl,borough,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,latitude,location,location_type,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,status,street_name,unique_key,x_coordinate_state_plane,y_coordinate_state_plane,created_time,lonlat,geometry
124,ADDRESS,NYPD,New York City Police Department,1004070032,MANHATTAN,NEW YORK,2014-06-14T03:01:59.000,03 MANHATTAN,Drinking,2014-06-14 02:16:24,EAST 13 STREET,EAST 14 STREET,In Public,2014-06-14T10:16:24.000,Precinct,224 AVENUE B,10009,,,,40.7290695749,"{u'type': u'Point', u'coordinates': [-73.978304943974, 40.729069574915]}",Club/Bar/Restaurant,-73.978304944,PHONE,MANHATTAN,Unspecified,2014-06-14T03:01:59.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,AVENUE B,28261149,990263,204897,02:16:24,"(-73.97830494397387, 40.72906957491511)",POINT (-73.97830494397387 40.72906957491511)
125,ADDRESS,NYPD,New York City Police Department,1021760138,MANHATTAN,NEW YORK,2014-06-16T13:20:57.000,12 MANHATTAN,Drinking,2014-06-16 00:59:06,BROADWAY,FT WASHINGTON AVENUE,In Public,2014-06-16T08:59:06.000,Precinct,701 WEST 180 STREET,10033,,,,40.8496193256,"{u'type': u'Point', u'coordinates': [-73.936734279055, 40.849619325643]}",Store/Commercial,-73.9367342791,PHONE,MANHATTAN,Unspecified,2014-06-16T13:20:57.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,WEST 180 STREET,28264924,1001753,248823,00:59:06,"(-73.93673427905506, 40.849619325642685)",POINT (-73.93673427905506 40.84961932564268)
126,ADDRESS,NYPD,New York City Police Department,1021800023,MANHATTAN,NEW YORK,2014-06-21T23:12:37.000,12 MANHATTAN,Drinking,2014-06-21 22:53:19,WEST 183 STREET,WEST 185 STREET,In Public,2014-06-22T06:53:19.000,Precinct,506 FORT WASHINGTON AVENUE,10033,,,,40.8523645753,"{u'type': u'Point', u'coordinates': [-73.937736558417, 40.852364575309]}",Residential Building/House,-73.9377365584,PHONE,MANHATTAN,Unspecified,2014-06-21T23:12:37.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,FORT WASHINGTON AVENUE,28308895,1001475,249823,22:53:19,"(-73.93773655841677, 40.85236457530864)",POINT (-73.93773655841677 40.85236457530864)
127,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2014-06-22T01:42:11.000,11 MANHATTAN,Drinking,2014-06-21 23:56:54,,,In Public,2014-06-22T07:56:54.000,Precinct,,10029,EAST  105 STREET,MADISON AVENUE,,40.7929309463,"{u'type': u'Point', u'coordinates': [-73.949998970199, 40.792930946326]}",Street/Sidewalk,-73.9499989702,PHONE,MANHATTAN,Unspecified,2014-06-22T01:42:11.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,,28310455,998095,228167,23:56:54,"(-73.94999897019868, 40.792930946325846)",POINT (-73.94999897019868 40.79293094632585)
128,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2014-06-24T21:28:55.000,12 MANHATTAN,Drinking,2014-06-24 20:03:44,,,In Public,2014-06-25T04:03:44.000,Precinct,,10032,AUDOBON AVENUE,WEST  169 STREET,,40.8410866799,"{u'type': u'Point', u'coordinates': [-73.937927818902, 40.841086679909]}",Residential Building/House,-73.9379278189,PHONE,MANHATTAN,Unspecified,2014-06-24T21:28:55.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,,28330170,1001425,245714,20:03:44,"(-73.93792781890207, 40.84108667990931)",POINT (-73.93792781890207 40.84108667990931)
129,ADDRESS,NYPD,New York City Police Department,1021360145,MANHATTAN,NEW YORK,2014-06-26T22:29:43.000,12 MANHATTAN,Drinking,2014-06-26 21:30:32,WEST 161 STREET,WEST 162 STREET,In Public,2014-06-27T05:30:32.000,Precinct,65 FORT WASHINGTON AVENUE,10032,,,,40.8372747528,"{u'type': u'Point', u'coordinates': [-73.944230393106, 40.837274752827]}",Street/Sidewalk,-73.9442303931,ONLINE,MANHATTAN,Unspecified,2014-06-26T22:29:43.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,FORT WASHINGTON AVENUE,28345612,999682,244324,21:30:32,"(-73.94423039310577, 40.83727475282743)",POINT (-73.94423039310577 40.83727475282743)
130,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2014-06-27T01:56:53.000,12 MANHATTAN,Drinking,2014-06-27 00:50:35,,,In Public,2014-06-27T08:50:35.000,Precinct,,10033,WEST  176 STREET,BROADWAY,,40.8469111135,"{u'type': u'Point', u'coordinates': [-73.938233223798, 40.846911113503]}",Street/Sidewalk,-73.9382332238,PHONE,MANHATTAN,Unspecified,2014-06-27T01:56:53.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,,28347601,1001339,247836,00:50:35,"(-73.93823322379754, 40.84691111350343)",POINT (-73.93823322379754 40.84691111350343)
131,BLOCKFACE,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2014-06-27T01:07:33.000,06 MANHATTAN,Drinking,2014-06-26 21:43:18,2 AVENUE,1 AVENUE,In Public,2014-06-27T05:43:18.000,Precinct,EAST 47 STREET,10017,,,,40.7525185464,"{u'type': u'Point', u'coordinates': [-73.96879403217, 40.752518546353]}",Park/Playground,-73.9687940322,PHONE,MANHATTAN,Unspecified,2014-06-27T01:07:33.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,EAST 47 STREET,28348668,992896,213441,21:43:18,"(-73.96879403217015, 40.75251854635272)",POINT (-73.96879403217015 40.75251854635272)
132,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2014-06-28T01:51:51.000,08 MANHATTAN,Drinking,2014-06-27 22:57:02,,,In Public,2014-06-28T06:57:02.000,Precinct,,10128,EAST   91 STREET,2 AVENUE,,40.781062468,"{u'type': u'Point', u'coordinates': [-73.949419315119, 40.781062467951]}",Street/Sidewalk,-73.9494193151,PHONE,MANHATTAN,Unspecified,2014-06-28T01:51:51.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,,28354303,998258,223843,22:57:02,"(-73.94941931511931, 40.78106246795127)",POINT (-73.94941931511931 40.78106246795127)
133,BLOCKFACE,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2014-07-06T00:58:15.000,07 MANHATTAN,Drinking,2014-07-05 22:36:41,WEST 109 STREET,WEST 110 STREET,In Public,2014-07-06T06:36:41.000,Precinct,AMSTERDAM AVENUE,10025,,,,40.8026717461,"{u'type': u'Point', u'coordinates': [-73.964082124407, 40.80267174606]}",Street/Sidewalk,-73.9640821244,PHONE,MANHATTAN,Unspecified,2014-07-06T00:58:15.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,AMSTERDAM AVENUE,28407989,994194,231714,22:36:41,"(-73.96408212440724, 40.802671746060355)",POINT (-73.96408212440724 40.80267174606035)
134,ADDRESS,NYPD,New York City Police Department,1021360128,MANHATTAN,NEW YORK,2014-07-06T21:00:53.000,12 MANHATTAN,Drinking,2014-07-06 20:30:57,FT WASHINGTON AVENUE,RIVERSIDE DRIVE,In Public,2014-07-07T04:30:57.000,Precinct,654 WEST 161 STREET,10032,,,,40.8375058413,"{u'type': u'Point', u'coordinates': [-73.945343282648, 40.837505841271]}",Street/Sidewalk,-73.9453432826,ONLINE,MANHATTAN,Unspecified,2014-07-06T21:00:53.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,WEST 161 STREET,28411233,999374,244408,20:30:57,"(-73.94534328264774, 40.83750584127134)",POINT (-73.94534328264774 40.83750584127134)
135,ADDRESS,NYPD,New York City Police Department,1021320040,MANHATTAN,NEW YORK,2014-07-06T22:30:33.000,12 MANHATTAN,Drinking,2014-07-06 22:26:22,WEST 177 STREET,WEST 178 STREET,In Public,2014-07-07T06:26:22.000,Precinct,2372 AMSTERDAM AVENUE,10033,,,,40.8458951181,"{u'type': u'Point', u'coordinates': [-73.932523474093, 40.845895118131]}",Street/Sidewalk,-73.9325234741,ONLINE,MANHATTAN,Unspecified,2014-07-06T22:30:33.000,The Police Department responded to the complaint and determined that police action was not necessary.,Closed,AMSTERDAM AVENUE,28414447,1002919,247467,22:26:22,"(-73.93252347409297, 40.84589511813115)",POINT (-73.93252347409297 40.84589511813115)
136,ADDRESS,NYPD,New York City Police Department,1015200034,MANHATTAN,NEW YORK,2014-07-08T03:26:09.000,08 MANHATTAN,Drinking,2014-07-08 00:48:34,LEXINGTON AVENUE,3 AVENUE,In Public,2014-07-08T08:48:34.000,Precinct,175 EAST 91 STREET,10128,,,,40.7823125747,"{u'type': u'Point', u'coordinates': [-73.952357646941, 40.782312574696]}",Street/Sidewalk,-73.9523576469,PHONE,MANHATTAN,Unspecified,2014-07-08T03:26:10.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,EAST 91 STREET,28422797,997444,224298,00:48:34,"(-73.95235764694131, 40.78231257469629)",POINT (-73.95235764694131 40.78231257469629)
137,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2014-07-09T21:02:37.000,04 MANHATTAN,Drinking,2014-07-09 20:16:03,,,In Public,2014-07-10T04:16:03.000,Precinct,,10011,WEST   22 STREET,7 AVENUE,,40.7434293566,"{u'type': u'Point', u'coordinates': [-73.996127754486, 40.743429356594]}",Residential Building/House,-73.9961277545,PHONE,MANHATTAN,Unspecified,2014-07-09T21:02:37.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,,28437355,985323,210128,20:16:03,"(-73.99612775448603, 40.74342935659419)",POINT (-73.99612775448603 40.74342935659419)
138,ADDRESS,NYPD,New York City Police Department,1007760065,MANHATTAN,NEW YORK,2014-07-13T22:16:56.000,05 MANHATTAN,Drinking,2014-07-13 21:33:17,7 AVENUE,8 AVENUE,In Public,2014-07-14T05:33:17.000,Precinct,250 WEST 27 STREET,10001,,,,40.7472225679,"{u'type': u'Point', u'coordinates': [-73.995257762988, 40.747222567888]}",Street/Sidewalk,-73.995257763,PHONE,MANHATTAN,Unspecified,2014-07-13T22:16:56.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,WEST 27 STREET,28465214,985564,211510,21:33:17,"(-73.99525776298796, 40.7472225678879)",POINT (-73.99525776298796 40.7472225678879)
139,ADDRESS,NYPD,New York City Police Department,1012530010,MANHATTAN,NEW YORK,2014-07-18T00:46:14.000,07 MANHATTAN,Drinking,2014-07-18 00:31:30,WEST END AVENUE,RIVERSIDE DRIVE,In Public,2014-07-18T08:31:30.000,Precinct,319 WEST 94 STREET,10025,,,,40.794204343,"{u'type': u'Point', u'coordinates': [-73.974733558582, 40.794204342951]}",Street/Sidewalk,-73.9747335586,PHONE,MANHATTAN,Unspecified,2014-07-18T00:46:14.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,WEST 94 STREET,28494462,991246,228628,00:31:30,"(-73.97473355858197, 40.79420434295061)",POINT (-73.97473355858197 40.79420434295061)
140,ADDRESS,NYPD,New York City Police Department,1017210132,MANHATTAN,NEW YORK,2014-07-18T23:19:01.000,10 MANHATTAN,Drinking,2014-07-18 22:22:30,MT MORRIS PARK WEST,LENOX AVENUE,In Public,2014-07-19T06:22:30.000,Precinct,32 WEST 123 STREET,10027,,,,40.8060019812,"{u'type': u'Point', u'coordinates': [-73.945365540106, 40.806001981219]}",Residential Building/House,-73.9453655401,PHONE,MANHATTAN,Unspecified,2014-07-18T23:19:01.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,WEST 123 STREET,28504328,999375,232930,22:22:30,"(-73.94536554010611, 40.806001981218905)",POINT (-73.94536554010611 40.80600198121891)
141,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2014-07-21T01:37:06.000,12 MANHATTAN,Drinking,2014-07-20 23:06:55,,,In Public,2014-07-21T07:06:55.000,Precinct,,10034,WEST  212 STREET,BROADWAY,,40.8684832344,"{u'type': u'Point', u'coordinates': [-73.918558835404, 40.868483234353]}",Street/Sidewalk,-73.9185588354,PHONE,MANHATTAN,Unspecified,2014-07-21T01:37:06.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,,28515251,1006775,255700,23:06:55,"(-73.91855883540413, 40.86848323435348)",POINT (-73.91855883540413 40.86848323435348)
142,BLOCKFACE,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2014-07-20T23:06:44.000,06 MANHATTAN,Drinking,2014-07-20 21:50:01,EAST 32 STREET,EAST 33 STREET,In Public,2014-07-21T05:50:01.000,Precinct,2 AVENUE,10016,,,,40.7437811079,"{u'type': u'Point', u'coordinates': [-73.976553483483, 40.743781107895]}",Street/Sidewalk,-73.9765534835,PHONE,MANHATTAN,Unspecified,2014-07-20T23:06:44.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,2 AVENUE,28515255,990747,210257,21:50:01,"(-73.97655348348304, 40.74378110789507)",POINT (-73.97655348348304 40.74378110789507)
143,ADDRESS,NYPD,New York City Police Department,1021320038,MANHATTAN,NEW YORK,2014-07-20T20:53:49.000,12 MANHATTAN,Drinking,2014-07-20 20:49:14,WEST 177 STREET,WEST 178 STREET,In Public,2014-07-21T04:49:14.000,Precinct,2374 AMSTERDAM AVENUE,10033,,,,40.8459362718,"{u'type': u'Point', u'coordinates': [-73.932494517427, 40.845936271792]}",Street/Sidewalk,-73.9324945174,ONLINE,MANHATTAN,Unspecified,2014-07-20T20:53:49.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,AMSTERDAM AVENUE,28516369,1002927,247482,20:49:14,"(-73.9324945174274, 40.845936271792255)",POINT (-73.9324945174274 40.84593627179225)
144,ADDRESS,NYPD,New York City Police Department,1020980013,MANHATTAN,NEW YORK,2014-07-23T00:24:04.000,09 MANHATTAN,Drinking,2014-07-22 23:06:02,WEST 151 STREET,WEST 152 STREET,In Public,2014-07-23T07:06:02.000,Precinct,740 RIVERSIDE DRIVE,10031,,,,40.8310686073,"{u'type': u'Point', u'coordinates': [-73.949421049348, 40.83106860728]}",Residential Building/House,-73.9494210493,PHONE,MANHATTAN,Unspecified,2014-07-23T00:24:04.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,RIVERSIDE DRIVE,28531110,998247,242062,23:06:02,"(-73.94942104934808, 40.83106860727959)",POINT (-73.94942104934808 40.83106860727959)
145,ADDRESS,NYPD,New York City Police Department,1003230001,MANHATTAN,NEW YORK,2014-07-26T00:15:27.000,03 MANHATTAN,Drinking,2014-07-25 23:07:13,DELANCEY STREET,RIVINGTON STREET,In Public,2014-07-26T07:07:13.000,Precinct,72 COLUMBIA STREET,10002,,,,40.7170067163,"{u'type': u'Point', u'coordinates': [-73.980267673673, 40.717006716315]}",Street/Sidewalk,-73.9802676737,PHONE,MANHATTAN,Unspecified,2014-07-26T00:15:27.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,COLUMBIA STREET,28553460,989720,200502,23:07:13,"(-73.98026767367328, 40.71700671631507)",POINT (-73.98026767367328 40.71700671631507)
146,ADDRESS,NYPD,New York City Police Department,1021680046,MANHATTAN,NEW YORK,2014-07-27T21:09:14.000,12 MANHATTAN,Drinking,2014-07-27 20:42:39,ST NICHOLAS AVENUE,WADSWORTH AVENUE,In Public,2014-07-28T04:42:39.000,Precinct,600 WEST 189 STREET,10040,,,,40.8543804078,"{u'type': u'Point', u'coordinates': [-73.930273674882, 40.854380407781]}",Street/Sidewalk,-73.9302736749,PHONE,MANHATTAN,Unspecified,2014-07-27T21:09:14.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,WEST 189 STREET,28565309,1003539,250559,20:42:39,"(-73.93027367488156, 40.854380407780965)",POINT (-73.93027367488156 40.85438040778097)
147,ADDRESS,NYPD,New York City Police Department,1002850007,MANHATTAN,NEW YORK,2014-07-31T21:57:11.000,03 MANHATTAN,Drinking,2014-07-31 21:18:19,JEFFERSON STREET,CLINTON STREET,In Public,2014-08-01T05:18:19.000,Precinct,191 HENRY STREET,10002,,,,40.7135768213,"{u'type': u'Point', u'coordinates': [-73.987908710437, 40.713576821301]}",Street/Sidewalk,-73.9879087104,PHONE,MANHATTAN,Unspecified,2014-07-31T21:57:11.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,HENRY STREET,28592047,987602,199252,21:18:19,"(-73.98790871043677, 40.71357682130055)",POINT (-73.98790871043677 40.71357682130055)
148,ADDRESS,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2014-08-03T01:26:27.000,03 MANHATTAN,Drinking,2014-08-03 01:00:45,AVENUE A,AVENUE B,In Public,2014-08-03T09:00:45.000,Precinct,239 EAST 4 STREET,10009,,,,40.7234353583,"{u'type': u'Point', u'coordinates': [-73.982866936582, 40.723435358262]}",Street/Sidewalk,-73.9828669366,ONLINE,MANHATTAN,Unspecified,2014-08-03T01:26:27.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,EAST 4 STREET,28603215,988999,202844,01:00:45,"(-73.98286693658207, 40.723435358262286)",POINT (-73.98286693658207 40.72343535826229)
149,BLOCKFACE,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2014-08-07T01:55:18.000,12 MANHATTAN,Drinking,2014-08-06 23:36:35,BROADWAY,BENNETT AVENUE,In Public,2014-08-07T07:36:35.000,Precinct,WEST 190 STREET,10040,,,,40.8566410415,"{u'type': u'Point', u'coordinates': [-73.933221101501, 40.856641041491]}",Street/Sidewalk,-73.9332211015,PHONE,MANHATTAN,Unspecified,2014-08-07T01:55:18.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,WEST 190 STREET,28632676,1002723,251382,23:36:35,"(-73.93322110150064, 40.856641041490505)",POINT (-73.93322110150064 40.85664104149051)
150,ADDRESS,NYPD,New York City Police Department,1013000001,MANHATTAN,NEW YORK,2014-08-08T22:43:33.000,05 MANHATTAN,Drinking,2014-08-08 22:33:50,VANDERBILT AVENUE,PARK AVENUE,In Public,2014-08-09T06:33:50.000,Precinct,65 EAST 45 STREET,10017,,,,40.754238627,"{u'type': u'Point', u'coordinates': [-73.976694178181, 40.754238626951]}",Street/Sidewalk,-73.9766941782,PHONE,MANHATTAN,Unspecified,2014-08-08T22:43:33.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,EAST 45 STREET,28644659,990707,214067,22:33:50,"(-73.97669417818112, 40.75423862695087)",POINT (-73.97669417818112 40.75423862695087)
151,ADDRESS,NYPD,New York City Police Department,1021320040,MANHATTAN,NEW YORK,2014-08-09T01:07:11.000,12 MANHATTAN,Drinking,2014-08-08 21:08:05,WEST 177 STREET,WEST 178 STREET,In Public,2014-08-09T05:08:05.000,Precinct,2372 AMSTERDAM AVENUE,10033,,,,40.8458951181,"{u'type': u'Point', u'coordinates': [-73.932523474093, 40.845895118131]}",Street/Sidewalk,-73.9325234741,ONLINE,MANHATTAN,Unspecified,2014-08-09T01:07:12.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,AMSTERDAM AVENUE,28645526,1002919,247467,21:08:05,"(-73.93252347409297, 40.84589511813115)",POINT (-73.93252347409297 40.84589511813115)
152,ADDRESS,NYPD,New York City Police Department,1021320040,MANHATTAN,NEW YORK,2014-08-10T03:12:44.000,12 MANHATTAN,Drinking,2014-08-10 01:02:15,WEST 177 STREET,WEST 178 STREET,In Public,2014-08-10T09:02:15.000,Precinct,2372 AMSTERDAM AVENUE,10033,,,,40.8458951181,"{u'type': u'Point', u'coordinates': [-73.932523474093, 40.845895118131]}",Street/Sidewalk,-73.9325234741,ONLINE,MANHATTAN,Unspecified,2014-08-10T03:12:44.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,AMSTERDAM AVENUE,28648333,1002919,247467,01:02:15,"(-73.93252347409297, 40.84589511813115)",POINT (-73.93252347409297 40.84589511813115)
153,ADDRESS,NYPD,New York City Police Department,1020700037,MANHATTAN,NEW YORK,2014-08-10T01:11:38.000,09 MANHATTAN,Drinking,2014-08-09 23:16:17,AMSTERDAM AVENUE,HAMILTON PLACE,In Public,2014-08-10T07:16:17.000,Precinct,504 WEST 139 STREET,10031,,,,40.8215971722,"{u'type': u'Point', u'coordinates': [-73.950757848, 40.821597172218]}",Residential Building/House,-73.950757848,PHONE,MANHATTAN,Unspecified,2014-08-10T01:11:38.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,WEST 139 STREET,28651007,997879,238611,23:16:17,"(-73.95075784800012, 40.82159717221828)",POINT (-73.95075784800012 40.82159717221828)
154,ADDRESS,NYPD,New York City Police Department,1016160049,MANHATTAN,NEW YORK,2014-08-11T23:13:40.000,11 MANHATTAN,Drinking,2014-08-11 22:42:38,MADISON AVENUE,PARK AVENUE,In Public,2014-08-12T06:42:38.000,Precinct,64 EAST 111 STREET,10029,,,,40.796555222,"{u'type': u'Point', u'coordinates': [-73.946626547298, 40.796555221966]}",Street/Sidewalk,-73.9466265473,PHONE,MANHATTAN,Unspecified,2014-08-11T23:13:40.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,EAST 111 STREET,28662884,999028,229488,22:42:38,"(-73.94662654729802, 40.796555221965995)",POINT (-73.94662654729802 40.796555221966)
155,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2014-08-14T02:36:33.000,07 MANHATTAN,Drinking,2014-08-14 02:14:05,,,In Public,2014-08-14T10:14:05.000,Precinct,,10024,WEST   90 STREET,COLUMBUS AVENUE,,40.7890514265,"{u'type': u'Point', u'coordinates': [-73.970300867221, 40.789051426466]}",Park/Playground,-73.9703008672,PHONE,MANHATTAN,Unspecified,2014-08-14T02:36:33.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,,28684006,992474,226751,02:14:05,"(-73.970300867221, 40.78905142646646)",POINT (-73.970300867221 40.78905142646646)
156,ADDRESS,NYPD,New York City Police Department,1021320040,MANHATTAN,NEW YORK,2014-08-17T05:41:27.000,12 MANHATTAN,Drinking,2014-08-16 22:19:30,WEST 177 STREET,WEST 178 STREET,In Public,2014-08-17T06:19:30.000,Precinct,2372 AMSTERDAM AVENUE,10033,,,,40.8458951181,"{u'type': u'Point', u'coordinates': [-73.932523474093, 40.845895118131]}",Street/Sidewalk,-73.9325234741,ONLINE,MANHATTAN,Unspecified,2014-08-17T05:41:27.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,AMSTERDAM AVENUE,28695374,1002919,247467,22:19:30,"(-73.93252347409297, 40.84589511813115)",POINT (-73.93252347409297 40.84589511813115)
157,ADDRESS,NYPD,New York City Police Department,1018630043,MANHATTAN,NEW YORK,2014-08-16T22:18:09.000,07 MANHATTAN,Drinking,2014-08-16 21:22:38,COLUMBUS AVENUE,AMSTERDAM AVENUE,In Public,2014-08-17T05:22:38.000,Precinct,114 WEST 109 STREET,10025,,,,40.8014662003,"{u'type': u'Point', u'coordinates': [-73.962172053544, 40.801466200251]}",Street/Sidewalk,-73.9621720535,PHONE,MANHATTAN,Unspecified,2014-08-16T22:18:09.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,WEST 109 STREET,28695454,994723,231275,21:22:38,"(-73.96217205354405, 40.801466200250566)",POINT (-73.96217205354405 40.80146620025057)
158,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2014-08-24T05:20:41.000,12 MANHATTAN,Drinking,2014-08-24 00:53:52,,,In Public,2014-08-24T08:53:52.000,Precinct,,10040,HILLSIDE AVENUE,BOGARDUS PLACE,,40.8587443891,"{u'type': u'Point', u'coordinates': [-73.930117267114, 40.858744389082]}",Residential Building/House,-73.9301172671,PHONE,MANHATTAN,Unspecified,2014-08-24T05:20:41.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,,28739913,1003581,252149,00:53:52,"(-73.93011726711445, 40.858744389082254)",POINT (-73.93011726711445 40.85874438908225)
159,BLOCKFACE,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2014-08-23T23:54:20.000,09 MANHATTAN,Drinking,2014-08-23 20:48:12,HAMILTON PLACE,BROADWAY,In Public,2014-08-24T04:48:12.000,Precinct,WEST 143 STREET,10031,,,,40.8245831377,"{u'type': u'Point', u'coordinates': [-73.950090808669, 40.824583137652]}",Street/Sidewalk,-73.9500908087,PHONE,MANHATTAN,Unspecified,2014-08-23T23:54:20.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,WEST 143 STREET,28740628,998063,239699,20:48:12,"(-73.95009080866889, 40.82458313765238)",POINT (-73.95009080866889 40.82458313765238)
160,ADDRESS,NYPD,New York City Police Department,1004610032,MANHATTAN,NEW YORK,2014-08-24T00:14:24.000,03 MANHATTAN,Drinking,2014-08-24 00:01:25,EAST 5 STREET,EAST 6 STREET,In Public,2014-08-24T08:01:25.000,Precinct,93 2 AVENUE,10003,,,,40.7270646567,"{u'type': u'Point', u'coordinates': [-73.988793810711, 40.72706465667]}",Residential Building/House,-73.9887938107,PHONE,MANHATTAN,Unspecified,2014-08-24T00:14:24.000,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,Closed,2 AVENUE,28740649,987356,204166,00:01:25,"(-73.98879381071063, 40.72706465667043)",POINT (-73.98879381071063 40.72706465667043)
161,ADDRESS,NYPD,New York City Police Department,1019480026,MANHATTAN,NEW YORK,2014-08-24T05:51:16.000,10 MANHATTAN,Drinking,2014-08-24 02:46:50,8 AVENUE,MANHATTAN AVENUE,In Public,2014-08-24T10:46:50.000,Precinct,307 WEST 121 STREET,10027,,,,40.8078170698,"{u'type': u'Point', u'coordinates': [-73.953506162163, 40.807817069828]}",Residential Building/House,-73.9535061622,PHONE,MANHATTAN,Unspecified,2014-08-24T05:51:16.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,WEST 121 STREET,28746824,997121,233590,02:46:50,"(-73.95350616216297, 40.807817069827536)",POINT (-73.95350616216297 40.80781706982754)
162,ADDRESS,NYPD,New York City Police Department,1021770136,MANHATTAN,NEW YORK,2014-08-27T23:41:57.000,12 MANHATTAN,Drinking,2014-08-27 20:05:40,WEST 180 STREET,WEST 181 STREET,In Public,2014-08-28T04:05:40.000,Precinct,76 PINEHURST AVENUE,10033,,,,40.850710424,"{u'type': u'Point', u'coordinates': [-73.939436980238, 40.85071042398]}",Street/Sidewalk,-73.9394369802,PHONE,MANHATTAN,Unspecified,2014-08-27T23:41:57.000,The Police Department responded to the complaint and determined that police action was not necessary.,Closed,PINEHURST AVENUE,28765012,1001005,249220,20:05:40,"(-73.93943698023769, 40.85071042397984)",POINT (-73.93943698023769 40.85071042397984)
163,ADDRESS,NYPD,New York City Police Department,1003950007,MANHATTAN,NEW YORK,2014-09-04T22:11:03.000,03 MANHATTAN,Drinking,2014-09-04 20:57:08,EAST 12 STREET,EAST 13 STREET,In Public,2014-09-05T04:57:08.000,Precinct,207 AVENUE B,10009,,,,40.728534417,"{u'type': u'Point', u'coordinates': [-73.978676741828, 40.728534416961]}",Street/Sidewalk,-73.9786767418,PHONE,MANHATTAN,Unspecified,2014-09-04T22:11:03.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,AVENUE B,28817339,990160,204702,20:57:08,"(-73.9786767418277, 40.728534416960606)",POINT (-73.9786767418277 40.72853441696061)
